X,Y
22,0
21,1
21,2
20,3
19,4
18,5
17,6
17,7
16,8
15,9
14,10
14,11
13,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
11,20
11,21
10,22
10,23
9,24
9,25
9,26
8,27
7,28
7,29
