X,Y
22,0
21,1
21,2
20,3
19,4
18,5
17,6
16,7
15,8
14,9
14,10
13,11
13,12
12,13
12,14
11,15
11,16
10,17
10,18
10,19
9,20
9,21
8,22
8,23
7,24
7,25
6,26
6,27
5,28
5,29
