X,Y
25,0
24,1
24,2
23,3
22,4
21,5
20,6
19,7
18,8
17,9
17,10
16,11
16,12
15,13
15,14
15,15
15,16
15,17
15,18
14,19
13,20
12,21
11,22
11,23
10,24
10,25
9,26
9,27
8,28
8,29
