X,Y
21,0
21,1
21,2
21,3
20,4
20,5
20,6
19,7
18,8
18,9
18,10
17,11
16,12
16,13
17,14
17,15
17,16
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
16,26
16,27
15,28
15,29
