X,Y
19,0
19,1
19,2
19,3
19,4
19,5
19,6
19,7
19,8
20,9
21,10
22,11
23,12
24,13
25,14
25,15
25,16
25,17
25,18
25,19
25,20
25,21
25,22
25,23
25,24
25,25
25,26
25,27
25,28
25,29
