X,Y
20,0
19,1
18,2
17,3
16,4
15,5
14,6
14,7
13,8
12,9
11,10
10,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
8,20
8,21
7,22
7,23
6,24
6,25
5,26
5,27
4,28
4,29
