X,Y
18,0
18,1
18,2
18,3
17,4
16,5
15,6
14,7
13,8
12,9
11,10
10,11
9,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,24
8,25
7,26
7,27
6,28
6,29
