X,Y
25,0
24,1
24,2
23,3
22,4
21,5
20,6
19,7
19,8
18,9
18,10
17,11
16,12
15,13
15,14
15,15
15,16
14,17
14,18
14,19
13,20
13,21
12,22
12,23
11,24
11,25
10,26
10,27
9,28
9,29
