X,Y
24,0
24,1
24,2
24,3
24,4
24,5
24,6
24,7
24,8
23,9
23,10
23,11
23,12
23,13
23,14
23,15
22,16
22,17
22,18
22,19
21,20
21,21
20,22
20,23
20,24
20,25
19,26
18,27
17,28
17,29
