X,Y
23,0
23,1
23,2
22,3
22,4
22,5
22,6
22,7
22,8
22,9
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,18
22,19
22,20
22,21
22,22
22,23
23,24
24,25
24,26
24,27
24,28
24,29
