X,Y
18,0
18,1
18,2
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,10
18,11
17,12
16,13
15,14
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
14,24
14,25
13,26
13,27
12,28
12,29
