X,Y
23,0
22,1
22,2
21,3
20,4
19,5
18,6
17,7
16,8
15,9
15,10
14,11
14,12
13,13
13,14
12,15
12,16
11,17
11,18
11,19
10,20
10,21
9,22
8,23
8,24
8,25
7,26
7,27
6,28
6,29
