X,Y
9,0
9,1
9,2
9,3
9,4
10,5
11,6
11,7
11,8
12,9
13,10
14,11
15,12
16,13
16,14
17,15
18,16
18,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
19,28
19,29
