X,Y
20,0
20,1
20,2
20,3
20,4
20,5
20,6
20,7
20,8
19,9
18,10
17,11
16,12
15,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,28
14,29
