X,Y
14,0
14,1
14,2
14,3
14,4
14,5
13,6
13,7
12,8
11,9
10,10
9,11
8,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
6,22
6,23
5,24
5,25
4,26
4,27
3,28
3,29
