X,Y
24,0
24,1
24,2
24,3
24,4
24,5
24,6
23,7
22,8
21,9
20,10
19,11
18,12
17,13
17,14
17,15
17,16
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
17,27
16,28
16,29
