X,Y
8,0
8,1
8,2
8,3
9,4
10,5
11,6
12,7
13,8
14,9
15,10
16,11
17,12
18,13
18,14
19,15
20,16
21,17
21,18
21,19
21,20
21,21
22,22
21,23
20,24
19,25
18,26
17,27
16,28
16,29
