X,Y
13,0
13,1
13,2
13,3
14,4
14,5
14,6
15,7
15,8
16,9
17,10
18,11
19,12
20,13
20,14
20,15
20,16
20,17
20,18
20,19
21,20
21,21
22,22
22,23
23,24
23,25
24,26
24,27
25,28
25,29
