X,Y
20,0
20,1
20,2
20,3
20,4
19,5
18,6
17,7
16,8
15,9
14,10
14,11
14,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
12,24
12,25
11,26
11,27
10,28
10,29
