X,Y
10,0
11,1
11,2
12,3
13,4
14,5
15,6
16,7
17,8
18,9
19,10
20,11
20,12
20,13
20,14
20,15
20,16
20,17
20,18
20,19
21,20
21,21
22,22
22,23
23,24
23,25
23,26
24,27
25,28
25,29
