X,Y
5,0
6,1
7,2
8,3
9,4
10,5
11,6
12,7
13,8
14,9
15,10
16,11
16,12
17,13
17,14
18,15
18,16
19,17
19,18
19,19
20,20
20,21
21,22
21,23
21,24
22,25
23,26
23,27
24,28
24,29
